firm_id,sector,city,gender,is_poor,has_debt_true,debt_type_x,typology,years_operating,age,n_family_workers,owner_hours_weekly,family_hours_weekly,total_hours_weekly,total_revenue_diary,cogs,gross_profit,labor_imputed,depreciation_imputed,interest_paid,net_income_conventional,net_income_adjusted,accounting_gap_bs,accounting_gap_pct,cash_flow_operating,household_draws,extraction_rate,total_assets_net,book_equity,total_liab,roa_conventional,roa_adjusted,roe_conventional,roe_adjusted,earnings_per_bv_conv,earnings_per_bv_adj,asset_turnover,gross_margin_pct,net_margin_conventional_pct,net_margin_adjusted_pct,interest_burden_pct,labor_imputed_pct_gross_profit,tobin_q_g0,fcf_annual,pv_going_concern_g0,hourly_return_adjusted_bs,mw_multiple,eh_yi_net_annual,diary_yi_net_adj_annualized,ratio_diary_eh_income,effective_annual_rate,debt_amount,autoconsumo_imputed,net_income_per_hour_adj,net_income_post_iva,sector_en
F170,transporte,La Paz,M,False,False,ninguno,I_Viable,1,19,0,54.1,0.0,54.1,3339.92,0.0,3339.92,774.72,30.32,0.0,3187.9,2382.86,805.04,25.3,3187.9,433.16,0.13,7422.79,7422.79,0.0,22.33,16.69,22.33,16.69,22.33,16.69,23.4,100.0,95.4,71.3,0.0,23.2,122.89,164194.16,912189.78,44.05,3.23,0,123908.72,,0.0,0.0,0.0,44.05,1948.67,Transport
F171,transporte,Santa Cruz,M,False,False,ninguno,II_Precaria,1,37,0,61.0,0.0,61.0,1165.57,0.0,1165.57,987.0,270.98,0.0,1122.4,-135.58,1257.98,112.1,1122.4,206.93,0.18,58225.36,58225.36,0.0,1.0,-0.12,1.0,-0.12,1.0,-0.12,1.04,100.0,96.3,-11.6,0.0,84.7,4.22,44273.84,245965.78,-2.22,-0.16,39100,-7050.16,0.97,0.0,0.0,0.0,-2.22,-287.1,Transport
F172,transporte,La Paz,M,False,True,prestamista_informal,I_Viable,6,32,0,60.9,0.0,60.9,1660.63,0.0,1660.63,883.68,234.04,65.5,1200.04,82.32,1117.72,93.1,1200.04,285.51,0.17,1227.5,1.0,2690.21,50.84,3.49,62402.08,4280.64,62402.08,4280.64,70.35,100.0,72.3,5.0,3.9,53.2,227.35,50232.0,279066.67,1.35,0.1,59700,4280.64,0.92,2.33,2690.21,0.0,1.35,-133.56,Transport
F173,transporte,La Paz,M,False,False,ninguno,II_Precaria,5,28,0,52.6,0.0,52.6,653.33,0.0,653.33,667.5,119.91,0.0,640.6,-146.81,787.41,122.9,640.6,13.38,0.02,235.18,235.18,0.0,141.64,-32.46,141.64,-32.46,141.64,-32.46,144.46,100.0,98.1,-22.5,0.0,102.2,639.6,27075.88,150421.56,-2.79,-0.2,15650,-7634.12,1.31,0.0,0.0,0.0,-2.79,-231.74,Transport
F174,transporte,La Paz,M,False,True,IFD/cooperativa,I_Viable,14,28,0,60.5,0.0,60.5,2382.39,0.0,2382.39,850.62,150.0,14.25,2328.15,1327.53,1000.62,43.0,2328.15,217.03,0.09,657.04,1.0,3078.71,184.26,105.06,121063.8,69031.56,121063.8,69031.56,188.55,100.0,97.7,55.7,0.6,35.7,957.69,113263.8,629243.33,21.94,1.61,0,69031.56,,0.27,3078.71,0.0,21.94,1017.82,Transport
F175,transporte,Cochabamba,M,False,False,ninguno,I_Viable,10,45,1,66.8,4.5,71.3,1833.43,0.0,1833.43,1205.58,318.76,0.0,1792.03,267.69,1524.34,85.1,1792.03,295.33,0.16,1969.41,1969.41,0.0,47.32,7.07,47.32,7.07,47.32,7.07,48.41,100.0,97.7,14.6,0.0,65.8,216.11,76610.04,425611.33,3.75,0.28,0,13919.88,,0.0,0.0,0.0,3.75,29.34,Transport
F176,transporte,Santa Cruz,M,True,True,familiar,I_Viable,1,42,0,59.1,0.0,59.1,1943.86,0.0,1943.86,663.12,68.04,0.0,1862.53,1131.37,731.16,39.3,1862.53,187.52,0.1,15419.32,13708.25,1711.07,6.28,3.82,7.07,4.29,7.07,4.29,6.56,100.0,95.8,58.2,0.0,34.1,33.62,93313.48,518408.22,19.14,1.4,0,58831.24,,0.0,1711.07,0.0,19.14,878.67,Transport
F177,transporte,Cochabamba,M,True,True,prestamista_informal,II_Precaria,9,60,0,63.8,0.0,63.8,1225.15,0.0,1225.15,792.42,76.1,86.18,699.63,-168.89,868.52,124.1,699.63,176.1,0.14,626.76,1.0,4122.99,58.05,-14.01,36380.76,-8782.28,36380.76,-8782.28,101.65,100.0,57.1,-13.8,7.0,64.7,287.4,32423.56,180130.89,-2.65,-0.19,31850,-8782.28,1.11,1.83,4122.99,0.0,-2.65,-328.16,Transport
F178,transporte,Cochabamba,M,False,True,prestamista_informal,II_Precaria,2,24,1,56.9,5.0,61.9,1290.07,0.0,1290.07,1145.94,186.96,106.11,1142.86,-190.04,1332.9,116.6,1142.86,129.21,0.1,31014.69,22656.62,8358.07,1.92,-0.32,2.62,-0.44,2.62,-0.44,2.16,100.0,88.6,-14.7,8.2,88.8,8.9,49706.8,276148.89,-3.07,-0.23,29950,-9882.08,1.17,0.9,8358.07,0.0,-3.07,-357.75,Transport
F179,transporte,Tarija,M,False,False,ninguno,I_Viable,3,18,1,61.5,4.3,65.8,2487.83,0.0,2487.83,760.38,225.27,0.0,2141.15,1155.5,985.65,46.0,2141.15,262.75,0.11,25511.96,25511.96,0.0,4.36,2.36,4.36,2.36,4.36,2.36,5.07,100.0,86.1,46.4,0.0,30.6,21.69,99625.76,553476.44,17.56,1.29,63600,60086.0,1.38,0.0,0.0,0.0,17.56,832.08,Transport
F180,transporte,Santa Cruz,M,True,False,ninguno,I_Viable,5,44,0,51.7,0.0,51.7,2044.0,0.0,2044.0,626.1,142.1,0.0,1620.19,851.99,768.2,47.4,1620.19,413.81,0.2,2527.8,2527.8,0.0,33.33,17.53,33.33,17.53,33.33,17.53,42.05,100.0,79.3,41.7,0.0,30.6,168.92,76860.68,427003.78,16.48,1.21,70200,44303.48,1.02,0.0,0.0,0.0,16.48,586.27,Transport
F181,transporte,Cochabamba,M,False,False,ninguno,I_Viable,2,31,0,64.5,0.0,64.5,2008.75,0.0,2008.75,811.44,259.16,0.0,1950.25,879.65,1070.6,54.9,1950.25,241.56,0.12,43311.07,43311.07,0.0,2.34,1.06,2.34,1.06,2.34,1.06,2.41,100.0,97.1,43.8,0.0,40.4,11.28,87936.68,488537.11,13.64,1.0,55000,45741.8,1.12,0.0,0.0,0.0,13.64,618.51,Transport
F182,transporte,Santa Cruz,M,False,True,familiar,I_Viable,12,51,0,55.6,0.0,55.6,2490.77,0.0,2490.77,705.0,283.83,0.0,2087.83,1099.0,988.83,47.4,2087.83,262.56,0.11,2588.6,1.0,84048.43,41.94,22.08,108567.16,57148.0,108567.16,57148.0,50.03,100.0,83.8,44.1,0.0,28.3,201.33,93808.0,521155.56,19.77,1.45,63000,57148.0,1.38,0.0,84048.43,0.0,19.77,775.2,Transport
F183,transporte,Santa Cruz,M,False,False,ninguno,I_Viable,6,31,0,54.6,0.0,54.6,2034.23,0.0,2034.23,661.2,204.71,0.0,1696.9,830.99,865.91,51.0,1696.9,197.31,0.1,2146.91,2146.91,0.0,41.1,20.13,41.1,20.13,41.1,20.13,49.27,100.0,83.4,40.9,0.0,32.5,200.79,77593.88,431077.11,15.22,1.12,0,43211.48,,0.0,0.0,0.0,15.22,566.54,Transport
F184,transporte,La Paz,M,False,True,prestamista_informal,IV_Riesgo_critico,6,44,0,57.9,0.0,57.9,1023.88,0.0,1023.88,1003.98,259.45,166.31,846.48,-416.95,1263.43,149.3,846.48,73.83,0.07,340.8,1.0,8438.04,129.16,-63.62,44016.96,-21681.4,44016.96,-21681.4,156.23,100.0,82.7,-40.7,16.2,98.1,497.61,30525.56,169586.44,-7.2,-0.53,31450,-21681.4,1.02,1.67,8438.04,0.0,-7.2,-550.05,Transport
F185,transporte,Cochabamba,M,False,False,ninguno,I_Viable,2,38,1,55.9,5.1,61.0,2198.85,0.0,2198.85,877.02,344.38,0.0,1869.58,648.18,1221.4,65.3,1869.58,416.17,0.19,54399.6,54399.6,0.0,1.79,0.62,1.79,0.62,1.79,0.62,2.1,100.0,85.0,29.5,0.0,39.9,8.1,79310.4,440613.33,10.63,0.78,52400,33705.36,1.29,0.0,0.0,0.0,10.63,362.33,Transport
F186,transporte,La Paz,M,False,False,ninguno,I_Viable,4,43,0,54.7,0.0,54.7,890.28,0.0,890.28,654.24,84.47,0.0,882.58,143.87,738.71,83.7,882.58,26.98,0.03,4816.64,4816.64,0.0,9.53,1.55,9.53,1.55,9.53,1.55,9.61,100.0,99.1,16.2,0.0,73.5,47.87,41501.72,230565.11,2.63,0.19,24100,7481.24,1.27,0.0,0.0,0.0,2.63,28.13,Transport
F187,transporte,Santa Cruz,M,False,False,ninguno,I_Viable,2,44,0,56.5,0.0,56.5,1065.36,0.0,1065.36,734.52,135.66,0.0,1040.0,169.82,870.18,83.7,1040.0,144.98,0.14,21803.32,21803.32,0.0,2.48,0.41,2.48,0.41,2.48,0.41,2.54,100.0,97.6,15.9,0.0,68.9,11.98,47025.68,261253.78,3.01,0.22,0,8830.64,,0.0,0.0,0.0,3.01,31.32,Transport
F188,transporte,Cochabamba,M,False,True,prestamista_informal,III_Atrapada_deuda,2,37,0,54.2,0.0,54.2,2266.85,0.0,2266.85,655.8,84.53,265.36,1911.5,1171.17,740.33,38.7,1911.5,187.92,0.08,15296.47,7538.62,7757.85,6.5,3.98,13.19,8.08,13.19,8.08,7.71,100.0,84.3,51.7,11.7,28.9,34.5,95002.44,527791.33,21.61,1.58,0,60900.84,,4.25,7757.85,0.0,21.61,876.48,Transport
F189,transporte,La Paz,M,False,True,familiar,I_Viable,2,48,0,61.9,0.0,61.9,2327.45,0.0,2327.45,675.96,311.75,0.0,2259.64,1271.93,987.71,43.7,2259.64,146.2,0.06,51948.87,41548.13,10400.74,2.26,1.27,2.83,1.59,2.83,1.59,2.33,100.0,97.1,54.6,0.0,29.0,10.83,101290.28,562723.78,20.55,1.51,67700,66140.36,1.16,0.0,10400.74,0.0,20.55,969.36,Transport
F190,transporte,Santa Cruz,M,False,True,IFD/cooperativa,I_Viable,3,32,0,53.8,0.0,53.8,1632.51,0.0,1632.51,973.8,46.81,11.43,1580.44,559.83,1020.61,64.6,1580.44,172.83,0.11,5896.61,3607.26,2289.35,13.94,4.94,22.78,8.07,22.78,8.07,14.4,100.0,96.8,34.3,0.7,59.7,75.14,79748.76,443048.67,10.41,0.76,0,29111.16,,0.29,2289.35,0.0,10.41,347.6,Transport
F191,transporte,Santa Cruz,M,False,False,ninguno,I_Viable,12,21,1,63.9,4.4,68.3,2692.83,0.0,2692.83,1009.2,117.44,0.0,2384.26,1257.62,1126.64,47.3,2384.26,214.91,0.08,2462.06,2462.06,0.0,50.36,26.56,50.36,26.56,50.36,26.56,56.87,100.0,88.5,46.7,0.0,37.5,265.98,117874.64,654859.11,18.41,1.35,75750,65396.24,1.35,0.0,0.0,0.0,18.41,907.55,Transport
F192,transporte,La Paz,M,False,False,ninguno,I_Viable,3,44,0,56.2,0.0,56.2,1669.97,0.0,1669.97,901.44,252.15,0.0,1626.54,472.95,1153.59,70.9,1626.54,105.17,0.06,26872.89,26872.89,0.0,3.15,0.92,3.15,0.92,3.15,0.92,3.23,100.0,97.4,28.3,0.0,54.0,14.77,71468.28,397046.0,8.42,0.62,38950,24593.4,1.67,0.0,0.0,0.0,8.42,255.85,Transport
F193,transporte,La Paz,M,False,True,IFD/cooperativa,II_Precaria,6,31,0,58.0,0.0,58.0,879.66,0.0,879.66,1004.58,80.17,12.27,853.32,-231.43,1084.75,127.1,853.32,140.96,0.16,538.68,1.0,2574.83,82.37,-22.34,44372.64,-12034.36,44372.64,-12034.36,84.92,100.0,97.0,-26.3,1.4,114.2,414.63,40203.8,223354.44,-3.99,-0.29,0,-12034.36,,0.28,2574.83,0.0,-3.99,-345.79,Transport
F194,transporte,Santa Cruz,M,False,True,familiar,I_Viable,6,36,0,64.4,0.0,64.4,3351.48,0.0,3351.48,711.0,67.48,0.0,2957.79,2179.31,778.48,26.3,2957.79,316.03,0.09,2318.7,1.0,9640.32,66.33,48.87,153805.08,113324.12,153805.08,113324.12,75.16,100.0,88.3,65.0,0.0,21.2,360.11,150296.12,834978.44,33.84,2.48,0,113324.12,,0.0,9640.32,0.0,33.84,1743.62,Transport
F195,transporte,Cochabamba,M,False,True,prestamista_informal,IV_Riesgo_critico,5,45,0,64.6,0.0,64.6,1169.34,0.0,1169.34,1163.46,201.06,157.28,684.66,-679.86,1364.52,199.3,684.66,103.93,0.09,843.48,1.0,6316.97,42.21,-41.91,35602.32,-35352.72,35602.32,-35352.72,72.09,100.0,58.6,-58.1,13.5,99.5,165.63,25147.2,139706.67,-10.52,-0.77,21700,-35352.72,1.3,2.42,6316.97,0.0,-10.52,-831.87,Transport
F196,transporte,Cochabamba,M,False,True,familiar,I_Viable,1,31,0,62.1,0.0,62.1,2134.1,0.0,2134.1,956.94,123.83,0.0,2134.1,1053.33,1080.77,50.6,2134.1,51.46,0.02,29326.7,17707.29,11619.41,3.78,1.87,6.27,3.09,6.27,3.09,3.78,100.0,100.0,49.4,0.0,44.8,19.8,104534.04,580744.67,16.96,1.24,0,54773.16,,0.0,11619.41,0.0,16.96,775.9,Transport
F197,transporte,Santa Cruz,M,False,False,ninguno,I_Viable,1,28,1,65.4,4.5,69.9,1727.5,0.0,1727.5,1268.94,234.44,0.0,1727.5,224.12,1503.38,87.0,1727.5,79.22,0.05,49826.16,49826.16,0.0,1.8,0.23,1.8,0.23,1.8,0.23,1.8,100.0,100.0,13.0,0.0,73.5,8.66,77639.12,431328.44,3.21,0.24,48000,11654.24,1.23,0.0,0.0,0.0,3.21,-0.46,Transport
F198,transporte,Santa Cruz,M,True,True,prestamista_informal,I_Viable,4,32,0,53.6,0.0,53.6,3120.35,0.0,3120.35,689.82,102.67,133.07,2614.82,1822.33,792.49,30.3,2614.82,379.3,0.12,6250.29,1057.07,5193.22,21.75,15.16,128.63,89.65,128.63,89.65,25.96,100.0,83.8,58.4,4.3,22.1,116.11,130631.8,725732.22,34.0,2.49,81650,94761.16,1.25,2.53,5193.22,0.0,34.0,1416.68,Transport
F199,transporte,Santa Cruz,M,True,False,ninguno,II_Precaria,13,48,1,59.4,5.7,65.1,1037.24,0.0,1037.24,1162.86,462.7,0.0,923.63,-701.93,1625.56,176.0,923.63,65.46,0.06,1037.56,1037.56,0.0,46.29,-35.18,46.29,-35.18,46.29,-35.18,51.98,100.0,89.0,-67.7,0.0,112.1,128.34,23968.36,133157.56,-10.78,-0.79,23600,-36500.36,1.48,0.0,0.0,0.0,-10.78,-836.77,Transport
F200,transporte,Santa Cruz,M,False,True,prestamista_informal,III_Atrapada_deuda,5,44,0,63.9,0.0,63.9,1560.57,0.0,1560.57,1112.52,91.46,157.7,1218.25,14.27,1203.98,98.8,1218.25,164.18,0.11,810.36,1.0,5791.5,78.17,0.92,63349.0,742.04,63349.0,742.04,100.14,100.0,78.1,0.9,10.1,71.3,401.69,58593.08,325517.11,0.22,0.02,0,742.04,,2.81,5791.5,0.0,0.22,-188.6,Transport
F201,gastronomia,Santa Cruz,F,False,False,ninguno,II_Precaria,1,20,2,70.7,76.4,147.1,3265.79,1084.56,2181.23,2090.22,147.42,0.0,1707.76,-529.88,2237.64,131.0,1630.37,130.62,0.04,35031.36,34995.67,35.69,2.53,-0.79,2.54,-0.79,2.54,-0.79,4.85,66.8,52.3,-16.2,0.0,95.8,12.23,77113.4,428407.78,-3.6,-0.26,74000,-27553.63,1.31,0.0,0.0,18.43,-3.6,-954.43,Food service
F202,gastronomia,Santa Cruz,F,True,False,ninguno,II_Precaria,16,35,3,55.8,125.6,181.4,2478.49,543.47,1935.02,2724.54,187.42,0.0,1689.91,-1222.05,2911.96,172.3,2227.47,292.8,0.12,1324.53,1301.61,22.92,66.34,-47.98,67.51,-48.82,67.51,-48.82,97.3,78.1,68.2,-49.3,0.0,140.8,444.95,106082.6,589347.78,-6.74,-0.49,0,-63546.76,,0.0,0.0,5.91,-6.74,-1544.25,Food service
F203,gastronomia,Santa Cruz,F,True,True,prestamista_informal,II_Precaria,2,19,0,60.3,0.0,60.3,2105.42,607.82,1497.6,1073.94,267.9,145.92,802.38,-539.46,1341.84,167.2,824.93,238.16,0.11,45340.76,33656.63,11684.13,0.92,-0.62,1.24,-0.83,1.24,-0.83,2.41,71.1,38.1,-25.6,6.9,71.7,3.55,28965.56,160919.78,-8.95,-0.66,39550,-28051.82,1.05,0.88,11657.14,5.18,-8.95,-813.16,Food service
F204,gastronomia,La Paz,F,True,False,ninguno,II_Precaria,1,54,2,70.4,49.4,119.8,1638.11,388.95,1249.16,1912.86,119.98,0.0,1035.47,-997.37,2032.84,196.3,953.47,177.17,0.11,26974.39,26932.4,41.99,2.0,-1.92,2.0,-1.93,2.0,-1.93,3.16,76.3,63.2,-60.9,0.0,153.1,8.93,43341.48,240786.0,-8.33,-0.61,41050,-51863.32,0.96,0.0,0.0,13.36,-8.33,-1210.32,Food service
F205,gastronomia,La Paz,F,False,True,prestamista_informal,IV_Riesgo_critico,11,37,2,56.1,52.2,108.3,1223.32,263.62,959.7,1645.68,68.17,184.55,675.57,-1038.28,1713.85,253.7,620.0,54.62,0.04,441.45,1.0,8364.83,79.58,-122.3,35129.64,-53990.56,35129.64,-53990.56,144.1,78.5,55.2,-84.9,15.1,171.5,361.12,28695.16,159417.56,-9.59,-0.7,21850,-53990.51,1.36,2.0,8341.55,9.05,-9.59,-1197.31,Food service
F206,gastronomia,Cochabamba,F,False,False,ninguno,II_Precaria,3,34,0,62.4,0.0,62.4,1167.31,330.56,836.75,873.6,157.35,0.0,618.89,-412.06,1030.95,166.6,613.42,94.03,0.08,18034.33,18005.57,28.76,1.78,-1.19,1.79,-1.19,1.79,-1.19,3.37,71.7,53.0,-35.3,0.0,104.4,7.31,23715.64,131753.56,-6.6,-0.48,34050,-21426.94,0.78,0.0,0.0,29.06,-6.6,-563.81,Food service
F207,gastronomia,Tarija,F,False,False,ninguno,I_Viable,10,56,0,57.6,0.0,57.6,3865.11,905.48,2959.63,702.12,481.32,0.0,2321.28,1137.84,1183.44,51.0,3145.98,679.93,0.18,5164.86,5162.92,1.94,23.37,11.46,23.38,11.46,23.38,11.46,38.91,76.6,60.1,29.4,0.0,23.7,149.04,138562.32,769790.67,19.75,1.45,93350,59167.71,1.1,0.0,0.0,38.32,19.75,635.38,Food service
F208,gastronomia,Cochabamba,F,False,True,familiar,I_Viable,21,41,0,62.9,0.0,62.9,3293.22,974.45,2318.77,823.38,120.61,0.0,2131.94,1187.95,943.99,44.3,1933.64,306.18,0.09,1956.66,1.0,4345.27,56.66,31.57,110860.88,61773.4,110860.88,61773.4,87.52,70.4,64.7,36.1,0.0,35.5,267.68,94277.56,523764.22,18.89,1.38,45050,61773.48,1.94,0.0,4305.45,26.34,18.89,759.83,Food service
F209,gastronomia,Cochabamba,F,True,False,ninguno,II_Precaria,2,29,2,65.5,85.0,150.5,2325.6,391.55,1934.05,1719.12,88.4,0.0,1649.47,-158.05,1807.52,109.6,1568.4,279.53,0.12,16364.59,16350.93,13.66,5.24,-0.5,5.25,-0.5,5.25,-0.5,7.39,83.2,70.9,-6.8,0.0,88.9,26.13,76960.0,427555.56,-1.05,-0.08,0,-8218.73,,0.0,0.0,11.97,-1.05,-460.38,Food service
F210,gastronomia,La Paz,F,True,False,ninguno,II_Precaria,1,19,0,62.6,0.0,62.6,880.46,360.59,519.87,958.38,50.13,0.0,344.13,-664.38,1008.51,293.1,508.39,12.61,0.01,11096.73,11064.9,31.83,1.61,-3.11,1.62,-3.12,1.62,-3.12,4.13,59.0,39.1,-75.5,0.0,184.3,11.93,23829.52,132386.22,-10.61,-0.78,0,-34547.6,,0.0,0.0,16.4,-10.61,-778.84,Food service
F211,gastronomia,Cochabamba,F,False,True,familiar,I_Viable,3,24,1,57.8,25.7,83.5,6118.39,2665.26,3453.13,1106.28,386.47,0.0,2067.2,574.45,1492.75,72.2,1911.73,276.15,0.05,43165.49,22960.75,20204.74,2.49,0.69,4.68,1.3,4.68,1.3,7.37,56.4,33.8,9.4,0.0,32.0,10.21,79313.52,440630.67,6.88,0.5,0,29871.4,,0.0,20157.95,25.9,6.88,-220.94,Food service
F212,gastronomia,La Paz,F,True,True,prestamista_informal,II_Precaria,16,39,4,57.1,175.1,232.2,1915.59,491.16,1424.43,3482.4,125.41,66.06,981.4,-2626.41,3607.81,367.6,874.57,293.34,0.15,2237.89,1.0,4418.71,22.8,-61.03,51032.8,-136573.32,51032.8,-136573.32,44.51,74.4,51.2,-137.1,3.4,244.5,96.71,38956.32,216424.0,-11.31,-0.83,0,-136573.09,,1.15,4355.74,20.16,-11.31,-2875.44,Food service
F213,gastronomia,La Paz,F,False,False,ninguno,II_Precaria,1,50,3,72.6,117.5,190.1,1192.04,283.02,909.02,3266.64,129.65,0.0,833.41,-2562.88,3396.29,407.5,900.24,120.9,0.1,27979.05,27961.55,17.5,1.55,-4.76,1.55,-4.77,1.55,-4.77,2.22,76.3,69.9,-215.0,0.0,359.4,7.96,40070.68,222614.89,-13.48,-0.99,28400,-133269.99,1.08,0.0,0.0,11.9,-13.48,-2717.85,Food service
F214,gastronomia,La Paz,F,False,False,ninguno,I_Viable,4,50,3,58.1,108.7,166.8,3094.6,661.45,2433.15,1870.62,214.86,0.0,2123.22,37.74,2085.48,98.2,2198.64,341.84,0.11,14029.69,13998.11,31.58,7.87,0.14,7.89,0.14,7.89,0.14,11.47,78.6,68.6,1.2,0.0,76.9,40.85,103156.56,573092.0,0.23,0.02,0,1962.32,,0.0,0.0,19.21,0.23,-364.56,Food service
F215,gastronomia,Santa Cruz,F,True,False,ninguno,II_Precaria,5,46,1,63.9,27.6,91.5,1911.7,523.9,1387.8,1317.36,182.69,0.0,1266.08,-233.97,1500.05,118.5,1157.1,171.53,0.09,1940.03,1921.78,18.25,33.94,-6.27,34.26,-6.33,34.26,-6.33,51.24,72.6,66.2,-12.2,0.0,94.9,145.1,50669.32,281496.22,-2.56,-0.19,37550,-12166.31,1.2,0.0,0.0,16.53,-2.56,-482.49,Food service
F216,gastronomia,La Paz,F,True,False,ninguno,II_Precaria,8,36,2,62.6,64.0,126.6,2201.66,371.62,1830.04,2150.46,83.44,0.0,1595.85,-638.05,2233.9,140.0,1522.91,195.26,0.09,2464.25,2357.65,106.6,33.68,-13.46,35.2,-14.07,35.2,-14.07,46.46,83.1,72.5,-29.0,0.0,117.5,168.75,74852.44,415846.89,-5.04,-0.37,35250,-33178.6,1.38,0.0,0.0,7.36,-5.04,-924.27,Food service
F217,gastronomia,Santa Cruz,F,True,False,ninguno,I_Viable,4,37,1,60.5,42.1,102.6,2819.1,647.12,2171.98,1492.38,254.03,0.0,1818.84,72.43,1746.41,96.0,1673.94,416.51,0.15,16870.22,16863.37,6.85,5.61,0.22,5.61,0.22,5.61,0.22,8.69,77.0,64.5,2.6,0.0,68.7,24.31,73835.32,410196.22,0.71,0.05,45650,3766.26,1.41,0.0,0.0,30.7,0.71,-294.05,Food service
F218,gastronomia,Santa Cruz,F,True,True,prestamista_informal,II_Precaria,3,31,3,65.1,88.0,153.1,1467.2,396.53,1070.67,1960.02,201.61,65.81,691.31,-1470.32,2161.63,312.7,855.88,109.72,0.07,21781.54,19348.12,2433.42,1.65,-3.51,1.86,-3.95,1.86,-3.95,3.5,73.0,47.1,-100.2,4.5,183.1,8.68,34022.04,189011.33,-9.6,-0.7,0,-76456.82,,2.86,2390.99,31.08,-9.6,-1661.06,Food service
F219,gastronomia,La Paz,F,False,True,proveedor,II_Precaria,9,31,3,64.1,104.7,168.8,448.55,77.19,371.36,2533.74,65.15,44.16,274.68,-2324.21,2598.89,946.1,299.27,39.18,0.09,807.55,1.0,4127.98,17.69,-149.66,14283.36,-120858.92,14283.36,-120858.92,28.88,82.8,61.2,-518.2,9.8,682.3,83.75,12174.24,67634.67,-13.77,-1.01,9750,-120858.84,1.0,0.72,4118.69,13.42,-13.77,-2382.52,Food service
F220,gastronomia,Santa Cruz,F,False,True,prestamista_informal,II_Precaria,15,53,3,69.0,128.8,197.8,1386.17,341.44,1044.73,2350.62,187.35,98.92,929.19,-1608.78,2537.97,273.1,913.15,160.8,0.12,2007.01,1.0,4466.3,24.07,-41.68,48317.88,-83656.56,48317.88,-83656.56,35.91,75.4,67.0,-116.1,7.1,225.0,104.47,37741.6,209675.56,-8.13,-0.6,0,-83656.38,,2.01,4448.79,10.14,-8.13,-1788.98,Food service
F221,gastronomia,Cochabamba,F,True,True,IFD/cooperativa,II_Precaria,25,62,2,59.0,76.3,135.3,1054.35,114.23,940.12,1565.52,73.36,68.1,752.75,-886.13,1638.88,217.7,720.12,87.2,0.08,1970.41,1.0,14617.89,19.87,-23.39,39143.0,-46078.76,39143.0,-46078.76,27.82,89.2,71.4,-84.0,6.5,166.5,94.82,33631.52,186841.78,-6.55,-0.48,28900,-46078.84,0.81,0.27,14563.35,12.47,-6.55,-1023.2,Food service
F222,gastronomia,Cochabamba,F,True,False,ninguno,II_Precaria,8,38,5,61.4,146.2,207.6,600.52,201.82,398.7,2257.74,97.82,0.0,249.74,-2105.82,2355.56,943.2,299.27,100.02,0.17,678.42,666.05,12.37,19.14,-161.41,19.5,-164.41,19.5,-164.41,46.03,66.4,41.6,-350.7,0.0,566.3,85.78,10475.4,58196.67,-10.14,-0.74,15200,-109502.85,1.0,0.0,0.0,7.4,-10.14,-2183.89,Food service
F223,gastronomia,Santa Cruz,F,False,False,ninguno,II_Precaria,4,38,3,63.1,76.4,139.5,1947.79,722.53,1225.26,2225.34,153.14,0.0,911.08,-1467.4,2378.48,261.1,1190.48,211.64,0.11,9807.67,9688.04,119.63,4.83,-7.78,4.89,-7.88,4.89,-7.88,10.33,62.9,46.8,-75.3,0.0,181.6,30.56,53941.68,299676.0,-10.52,-0.77,39450,-76304.57,0.97,0.0,0.0,33.02,-10.52,-1720.61,Food service
F224,gastronomia,La Paz,F,True,False,ninguno,II_Precaria,3,38,1,72.4,44.3,116.7,907.33,358.71,548.62,1242.48,83.58,0.0,411.15,-914.91,1326.06,322.5,499.14,143.56,0.16,9624.4,9609.78,14.62,2.22,-4.94,2.22,-4.95,2.22,-4.95,4.9,60.5,45.3,-100.8,0.0,226.5,12.47,21609.12,120050.67,-7.84,-0.57,0,-47575.24,,0.0,0.0,5.18,-7.84,-1032.86,Food service
F225,gastronomia,Santa Cruz,F,True,False,ninguno,II_Precaria,3,31,1,56.1,45.5,101.6,1342.85,446.78,896.07,1269.06,71.95,0.0,734.59,-606.42,1341.01,182.6,650.64,216.32,0.16,8784.62,8736.77,47.85,4.35,-3.59,4.37,-3.61,4.37,-3.61,7.95,66.7,54.7,-45.2,0.0,141.6,19.03,30091.88,167177.11,-5.97,-0.44,0,-31533.68,,0.0,0.0,5.11,-5.97,-780.99,Food service
F226,gastronomia,La Paz,F,True,False,ninguno,I_Viable,2,60,2,60.1,84.5,144.6,4699.84,1620.36,3079.48,1477.56,416.84,0.0,2996.45,1102.05,1894.4,63.2,3835.85,765.67,0.16,70256.46,70123.46,133.0,2.22,0.82,2.22,0.82,2.22,0.82,3.48,65.5,63.8,23.4,0.0,48.0,14.06,177788.52,987714.0,7.62,0.56,47900,57306.42,1.57,0.0,0.0,61.32,7.62,491.07,Food service
F227,gastronomia,Cochabamba,F,False,False,ninguno,II_Precaria,17,41,5,63.7,185.7,249.4,1436.06,461.73,974.33,3775.14,175.95,0.0,776.93,-3174.16,3951.09,508.6,747.03,262.68,0.18,1510.84,1467.16,43.68,26.74,-109.25,27.54,-112.5,27.54,-112.5,49.43,67.8,54.1,-221.0,0.0,387.5,109.2,29696.16,164978.67,-12.73,-0.93,0,-165056.24,,0.0,0.0,16.06,-12.73,-3360.85,Food service
